EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,JobRole,MaritalStatus,State,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,LevelofEducation,LevelofJob,JobSatisfaction,PerformanceRating
1026,39,No,Research & Development,1,Life Sciences,Female,Manufacturing Director,Married,South Dakota,12742,1,No,16,21,21,6,11,College,Middle Management,Very High,Excellent
473,48,No,Sales,29,Medical,Female,Manager,Married,New Jersey,12504,3,No,21,15,0,0,0,College,First Level Management,High,Outstanding
296,51,No,Research & Development,8,Life Sciences,Male,Research Director,Married,Hawaii,12490,5,No,16,16,10,9,4,Masters,First Level Management,Medium,Excellent
306,37,No,Research & Development,11,Other,Male,Research Director,Divorced,Arizona,12185,1,Yes,14,10,10,8,0,Bachelors,First Level Management,Very High,Excellent
1127,39,Yes,Research & Development,2,Life Sciences,Male,Healthcare Representative,Divorced,Wisconsin,12169,7,No,11,21,18,7,11,Bachelors,Middle Management,Very High,Excellent
421,38,No,Research & Development,25,Life Sciences,Female,Research Director,Married,Kansas,12061,3,No,17,19,10,8,0,College,First Level Management,Medium,Excellent
2056,39,No,Sales,24,Marketing,Female,Sales Executive,Married,North Dakota,12031,0,No,11,21,20,9,9,College,Middle Management,Very High,Excellent
381,35,No,Research & Development,22,Life Sciences,Female,Manager,Divorced,New Mexico,11996,7,No,18,10,7,7,6,Bachelors,First Level Management,Medium,Excellent
28,34,No,Research & Development,7,Life Sciences,Female,Research Director,Single,New Jersey,11994,0,No,11,13,12,6,2,Masters,First Level Management,Medium,Excellent
2000,47,No,Research & Development,1,Medical,Female,Research Director,Married,West Virginia,11957,0,No,18,14,13,8,5,College,First Level Management,Medium,Excellent
564,29,No,Research & Development,3,Medical,Male,Research Director,Married,Arkansas,11935,1,No,18,10,10,2,0,Masters,First Level Management,High,Excellent
1321,30,No,Research & Development,17,Medical,Female,Manager,Married,Colorado,11916,1,Yes,23,9,9,1,0,Masters,First Level Management,Low,Outstanding
1048,59,No,Sales,1,Technical Degree,Male,Manager,Married,California,11904,3,Yes,14,14,6,4,0,College,First Level Management,Very High,Excellent
428,33,No,Research & Development,5,Life Sciences,Female,Manager,Married,Rhode Island,11878,6,No,11,12,10,6,8,Masters,First Level Management,Medium,Excellent
376,47,Yes,Research & Development,29,Life Sciences,Male,Manager,Married,New Hampshire,11849,1,Yes,12,10,10,7,9,Masters,First Level Management,Medium,Excellent
897,53,No,Sales,8,Marketing,Male,Sales Executive,Married,Washington,11836,5,No,14,28,2,0,2,Bachelors,Middle Management,Very High,Excellent
742,36,No,Research & Development,8,Life Sciences,Female,Research Director,Married,Kentucky,11713,9,No,14,10,8,7,0,Bachelors,First Level Management,Low,Excellent
817,33,No,Research & Development,7,Medical,Male,Research Director,Married,California,11691,0,No,11,14,13,9,3,Bachelors,First Level Management,High,Excellent
153,34,No,Research & Development,5,Medical,Female,Manager,Single,Colorado,11631,2,No,12,14,11,10,5,Bachelors,First Level Management,Low,Excellent
613,31,No,Sales,7,Life Sciences,Male,Manager,Divorced,Tennessee,11557,9,No,21,10,5,4,0,Bachelors,First Level Management,Very High,Outstanding
461,38,No,Research & Development,15,Life Sciences,Male,Research Director,Divorced,New Mexico,11510,0,Yes,14,12,11,10,2,College,First Level Management,Very High,Excellent
1015,30,No,Research & Development,8,Life Sciences,Female,Research Director,Married,Alabama,11416,0,Yes,12,9,8,7,1,College,First Level Management,Low,Excellent
1606,50,No,Research & Development,20,Medical,Male,Healthcare Representative,Married,Hawaii,11245,2,Yes,15,32,30,8,12,Doctorate,Middle Management,High,Excellent
1516,32,No,Research & Development,10,Medical,Male,Manager,Single,Missouri,11244,2,No,25,10,5,2,0,Bachelors,First Level Management,Very High,Outstanding
727,32,No,Research & Development,3,Life Sciences,Female,Research Director,Single,Oklahoma,11159,3,No,15,10,7,7,7,College,First Level Management,Very High,Excellent
762,56,No,Research & Development,9,Medical,Male,Healthcare Representative,Married,Kansas,11103,7,No,11,30,10,7,1,Bachelors,Middle Management,Very High,Excellent
1979,31,No,Research & Development,10,Medical,Female,Research Director,Married,Connecticut,11031,4,No,20,13,11,7,4,Bachelors,First Level Management,High,Outstanding
1024,48,No,Research & Development,4,Life Sciences,Male,Healthcare Representative,Single,California,10999,7,No,14,27,15,11,4,Masters,First Level Management,High,Excellent
1096,55,No,Research & Development,2,Life Sciences,Male,Manufacturing Director,Married,Alabama,10976,3,No,18,23,3,2,1,College,First Level Management,Medium,Excellent
499,49,No,Research & Development,7,Other,Male,Healthcare Representative,Single,Maine,10965,8,No,24,26,5,2,0,Bachelors,First Level Management,High,Outstanding
343,39,No,Research & Development,2,Technical Degree,Female,Healthcare Representative,Single,Georgia,10938,0,No,25,20,19,6,11,Masters,First Level Management,High,Outstanding
862,53,No,Sales,7,Marketing,Female,Sales Executive,Married,West Virginia,10934,7,Yes,18,35,5,2,0,College,First Level Management,Very High,Excellent
615,40,No,Sales,28,Other,Male,Sales Executive,Divorced,Nevada,10932,3,No,15,20,1,0,0,Bachelors,First Level Management,Low,Excellent
1397,39,No,Research & Development,25,Life Sciences,Male,Healthcare Representative,Married,Nebraska,10920,3,No,21,13,6,4,0,College,First Level Management,High,Outstanding
899,35,No,Research & Development,25,Technical Degree,Male,Manufacturing Director,Married,Nevada,10903,3,No,16,16,13,10,4,Bachelors,First Level Management,Medium,Excellent
1697,60,No,Research & Development,1,Medical,Male,Healthcare Representative,Divorced,Tennessee,10883,3,No,20,19,1,0,0,Masters,First Level Management,Very High,Outstanding
1043,39,No,Research & Development,22,Medical,Female,Manufacturing Director,Single,Alabama,10880,1,Yes,13,21,21,6,2,Bachelors,First Level Management,Low,Excellent
215,40,No,Sales,4,Marketing,Male,Sales Executive,Married,California,10855,7,No,11,15,12,11,2,Masters,First Level Management,Very High,Excellent
2055,50,Yes,Sales,28,Marketing,Male,Sales Executive,Divorced,California,10854,4,Yes,13,20,3,2,2,Bachelors,First Level Management,Low,Excellent
1460,45,No,Research & Development,20,Medical,Male,Healthcare Representative,Divorced,Missouri,10851,2,Yes,18,24,7,7,0,Bachelors,First Level Management,Low,Excellent
1007,46,No,Research & Development,7,Medical,Male,Manufacturing Director,Divorced,Colorado,10845,6,No,13,13,8,7,0,College,First Level Management,High,Excellent
1126,43,No,Research & Development,27,Life Sciences,Female,Manufacturing Director,Married,Maine,10820,8,No,11,18,8,7,0,Bachelors,First Level Management,Low,Excellent
1076,43,No,Sales,25,Medical,Male,Sales Executive,Divorced,North Dakota,10798,5,No,13,18,1,0,0,Bachelors,First Level Management,Very High,Excellent
1453,31,No,Sales,8,Life Sciences,Male,Sales Executive,Divorced,Oregon,10793,1,No,18,13,13,7,9,College,First Level Management,Very High,Excellent
864,45,No,Sales,9,Marketing,Male,Sales Executive,Divorced,Georgia,10761,4,Yes,12,18,5,4,0,Bachelors,First Level Management,Low,Excellent
1712,45,No,Research & Development,1,Life Sciences,Male,Healthcare Representative,Married,Texas,10748,3,No,23,25,23,15,14,College,First Level Management,High,Outstanding
1013,54,No,Research & Development,17,Technical Degree,Female,Manufacturing Director,Married,Connecticut,10739,8,No,11,22,10,7,0,Bachelors,First Level Management,High,Excellent
698,54,No,Human Resources,19,Medical,Male,Human Resources,Married,Kentucky,10725,2,No,15,16,9,7,7,Masters,First Level Management,Medium,Excellent
1070,54,No,Sales,2,Life Sciences,Female,Sales Executive,Married,Hawaii,10686,6,No,11,13,9,4,7,Masters,First Level Management,High,Excellent
880,35,No,Research & Development,9,Life Sciences,Female,Manufacturing Director,Married,South Dakota,10685,1,Yes,20,17,17,14,5,Bachelors,First Level Management,High,Outstanding
124,46,No,Research & Development,1,Medical,Male,Healthcare Representative,Married,Oregon,10673,2,Yes,13,21,10,9,9,Bachelors,First Level Management,Low,Excellent
179,51,Yes,Research & Development,8,Life Sciences,Male,Manufacturing Director,Single,Minnesota,10650,2,No,15,18,4,2,0,Masters,First Level Management,Very High,Excellent
581,31,No,Research & Development,9,Life Sciences,Male,Manufacturing Director,Divorced,Kentucky,10648,1,No,25,13,13,8,0,College,First Level Management,Medium,Outstanding
307,38,No,Sales,3,Life Sciences,Male,Sales Executive,Divorced,Delaware,10609,0,No,12,17,16,10,5,Bachelors,First Level Management,High,Excellent
970,37,Yes,Sales,1,Life Sciences,Male,Sales Executive,Married,Delaware,10609,5,No,11,17,14,1,11,Masters,First Level Management,High,Excellent
1391,51,No,Sales,2,Marketing,Male,Sales Executive,Married,Vermont,10596,2,No,11,14,4,2,3,Bachelors,First Level Management,Medium,Excellent
940,58,No,Research & Development,5,Technical Degree,Female,Healthcare Representative,Divorced,Massachusetts,10552,2,Yes,13,24,6,0,0,Bachelors,First Level Management,Medium,Excellent
624,46,No,Research & Development,18,Medical,Female,Healthcare Representative,Married,Delaware,10527,5,No,11,28,2,2,1,College,First Level Management,High,Excellent
1283,59,No,Research & Development,18,Medical,Male,Manufacturing Director,Single,New York,10512,6,No,12,25,9,7,5,Masters,First Level Management,Very High,Excellent
1245,54,No,Research & Development,1,Life Sciences,Female,Manufacturing Director,Divorced,New Jersey,10502,7,No,17,33,5,4,1,Masters,First Level Management,High,Excellent
491,50,No,Research & Development,10,Technical Degree,Male,Healthcare Representative,Single,North Carolina,10496,6,No,15,20,4,3,1,Bachelors,First Level Management,Very High,Excellent
1098,44,Yes,Human Resources,1,Medical,Male,Human Resources,Married,Missouri,10482,9,No,14,24,20,6,3,College,First Level Management,Low,Excellent
729,40,No,Sales,5,Life Sciences,Male,Sales Executive,Married,Virginia,10475,5,Yes,21,20,18,13,1,Masters,First Level Management,Low,Outstanding
1484,49,No,Research & Development,7,Life Sciences,Male,Healthcare Representative,Divorced,Wisconsin,10466,3,No,14,29,8,7,0,Masters,First Level Management,Medium,Excellent
244,46,No,Sales,1,Marketing,Female,Sales Executive,Divorced,West Virginia,10453,1,No,25,24,24,13,15,College,First Level Management,Low,Outstanding
1968,53,Yes,Sales,24,Life Sciences,Male,Sales Executive,Single,New York,10448,6,Yes,13,15,2,2,2,Masters,First Level Management,Low,Excellent
1815,41,No,Sales,4,Marketing,Female,Sales Executive,Divorced,Washington,10447,0,Yes,13,23,22,14,13,College,First Level Management,High,Excellent
1118,52,No,Research & Development,7,Life Sciences,Male,Healthcare Representative,Single,New Mexico,10445,7,No,19,18,8,6,4,Masters,First Level Management,Medium,Excellent
1628,40,No,Research & Development,15,Life Sciences,Female,Manufacturing Director,Married,Michigan,10435,1,No,13,18,18,15,14,Bachelors,First Level Management,High,Excellent
2016,32,No,Sales,1,Marketing,Female,Sales Executive,Married,Mississippi,10422,1,No,19,14,14,10,5,Masters,First Level Management,Very High,Excellent
291,32,Yes,Sales,4,Medical,Male,Sales Executive,Married,New York,10400,1,No,11,14,14,8,9,Masters,First Level Management,Very High,Excellent
1014,35,No,Research & Development,25,Medical,Female,Healthcare Representative,Divorced,Texas,10388,1,Yes,11,16,16,10,10,Masters,First Level Management,High,Excellent
1243,35,No,Sales,8,Marketing,Female,Sales Executive,Married,West Virginia,10377,4,Yes,11,16,13,2,4,College,First Level Management,Very High,Excellent
1732,46,No,Sales,2,Life Sciences,Male,Sales Executive,Divorced,Florida,10368,4,Yes,12,13,10,6,0,Bachelors,First Level Management,Very High,Excellent
1827,47,No,Research & Development,4,Life Sciences,Female,Manufacturing Director,Divorced,Vermont,10333,8,Yes,12,28,22,11,14,Bachelors,First Level Management,Medium,Excellent
967,36,Yes,Sales,3,Life Sciences,Male,Sales Executive,Married,Florida,10325,1,Yes,11,16,16,7,3,College,First Level Management,Very High,Excellent
1092,40,No,Research & Development,20,Technical Degree,Male,Healthcare Representative,Married,California,10322,4,No,20,14,11,10,11,Masters,First Level Management,Very High,Outstanding
165,58,Yes,Research & Development,23,Medical,Female,Healthcare Representative,Married,Missouri,10312,1,No,12,40,40,10,15,Masters,First Level Management,Very High,Excellent
1639,35,Yes,Sales,10,Medical,Male,Sales Executive,Married,Vermont,10306,9,No,17,15,13,12,6,Bachelors,First Level Management,Low,Excellent
1182,35,No,Research & Development,2,Life Sciences,Male,Manufacturing Director,Divorced,Nebraska,10274,2,No,18,15,7,7,6,Bachelors,First Level Management,Medium,Excellent
573,60,No,Sales,28,Marketing,Female,Sales Executive,Married,Tennessee,10266,4,No,19,22,18,13,13,Bachelors,First Level Management,Low,Excellent
1237,36,No,Research & Development,1,Technical Degree,Female,Manufacturing Director,Divorced,New York,10252,2,Yes,21,17,7,7,7,Bachelors,First Level Management,Low,Outstanding
36,44,No,Research & Development,7,Medical,Female,Healthcare Representative,Married,Minnesota,10248,3,No,14,24,22,6,5,Masters,First Level Management,Very High,Excellent
106,55,No,Sales,1,Life Sciences,Male,Sales Executive,Married,Pennsylvania,10239,3,No,14,24,1,0,1,College,First Level Management,Very High,Excellent
1293,43,No,Sales,4,Marketing,Female,Sales Executive,Single,Pennsylvania,10231,3,No,14,23,21,7,15,Masters,First Level Management,Very High,Excellent
845,35,No,Research & Development,7,Other,Male,Manufacturing Director,Single,South Dakota,10221,3,No,21,17,8,5,1,Bachelors,First Level Management,High,Outstanding
1496,44,No,Research & Development,2,Medical,Male,Manufacturing Director,Single,Virginia,10209,5,Yes,18,16,2,2,2,College,First Level Management,High,Excellent
1572,53,Yes,Research & Development,2,Technical Degree,Female,Manufacturing Director,Married,Nevada,10169,0,No,16,34,33,7,1,Doctorate,First Level Management,Very High,Excellent
1547,42,No,Research & Development,2,Life Sciences,Male,Healthcare Representative,Married,Georgia,10124,2,Yes,14,24,20,8,13,Bachelors,First Level Management,Very High,Excellent
83,36,No,Research & Development,8,Technical Degree,Female,Healthcare Representative,Divorced,Michigan,10096,1,No,13,17,17,14,12,Bachelors,First Level Management,High,Excellent
1457,46,Yes,Sales,9,Marketing,Male,Sales Executive,Divorced,Vermont,10096,4,No,11,28,7,7,4,Bachelors,First Level Management,Very High,Excellent
342,37,Yes,Research & Development,10,Medical,Male,Manufacturing Director,Divorced,Missouri,10048,6,No,11,17,1,0,0,Bachelors,First Level Management,High,Excellent
1360,58,Yes,Research & Development,7,Medical,Female,Manufacturing Director,Married,Hawaii,10008,7,Yes,14,31,10,9,5,Masters,First Level Management,Low,Excellent
1395,33,No,Sales,5,Life Sciences,Male,Sales Executive,Married,Arkansas,9998,6,No,13,8,5,4,1,College,Intermediate,Very High,Excellent
2062,39,No,Research & Development,6,Medical,Male,Healthcare Representative,Married,Colorado,9991,4,No,15,9,7,7,1,College,First Level Management,Low,Excellent
451,43,No,Research & Development,7,Life Sciences,Female,Healthcare Representative,Married,Minnesota,9985,8,No,16,10,1,0,0,Bachelors,First Level Management,Low,Excellent
293,27,No,Sales,20,Life Sciences,Female,Sales Executive,Single,Maine,9981,1,No,14,7,7,7,0,Bachelors,Intermediate,High,Excellent
20,29,No,Research & Development,21,Life Sciences,Female,Manufacturing Director,Divorced,Georgia,9980,1,No,11,10,10,9,8,Masters,First Level Management,Low,Excellent
592,36,No,Sales,10,Medical,Male,Sales Executive,Single,Utah,9980,1,No,14,10,10,3,9,Masters,First Level Management,Very High,Excellent
1084,30,No,Research & Development,20,Other,Male,Manufacturing Director,Married,Arizona,9957,0,No,15,7,6,2,0,Bachelors,Intermediate,Low,Excellent
590,34,Yes,Human Resources,23,Human Resources,Female,Human Resources,Divorced,Rhode Island,9950,9,Yes,15,11,3,2,0,Bachelors,First Level Management,Low,Excellent
2057,31,No,Research & Development,5,Medical,Male,Manufacturing Director,Single,Florida,9936,0,No,19,10,9,4,1,Bachelors,Intermediate,Low,Excellent
1582,38,No,Sales,14,Life Sciences,Male,Sales Executive,Married,Massachusetts,9924,0,No,11,10,9,8,7,Bachelors,Intermediate,Medium,Excellent
1862,32,Yes,Sales,2,Marketing,Male,Sales Executive,Single,Georgia,9907,7,Yes,12,7,2,2,2,Masters,Intermediate,Medium,Excellent
1950,34,No,Sales,1,Marketing,Male,Sales Executive,Single,Alabama,9888,1,No,21,14,14,8,2,Bachelors,First Level Management,Very High,Outstanding
70,35,No,Research & Development,11,Medical,Male,Healthcare Representative,Married,Hawaii,9884,2,Yes,13,10,4,0,2,College,First Level Management,Low,Excellent
